ID,ISBN,Název,Autor,Žánry,Police ID,Police Název,Rok,Vydavatel,Hodnocení
165,9788000064864,Včelí medvídci od jara do zimy,Jiří Kahoun,"Literatura česká, Pro děti a mládež, Pohádky a bajky",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Albatros (CZ)'}]",4.7
136,8085775603,Moje první čítanka,Jiří Žáček,"Učebnice a slovníky, Pro děti a mládež",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Alter'}]",4.6
86,9788024228402,Veselé Vánoce,Jiří Žáček,"Literatura česká, Pohádky a bajky, Pro nejmenší",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Knižní klub'}]",4.8
72,9788088001201,Strašidlování na Vinohradech a okolí s letmými dotyky Žižkova,"Jiří Žáček, Pavel Vrána","Literatura česká, Pro děti a mládež",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Tereza Zatřepálková'}]",5.0
361,9788086144979,Hrajeme si rádi a s vtipem,Joachim Löffel,,16,Police 16: Dětská literatura & Pohádky,,,0.0
65,9788072364169,Nejznámější pohádky - učíme se anglicky,Joanna Zarańska,"Pro děti a mládež, Pohádky a bajky",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Jan Vašut (Vašut)'}]",4.0
342,9788000070223,"Heidi, děvčátko z hor (převyprávění)","Johanna Spyriová, Bohumil Říha","Literatura světová, Romány, Pro děti a mládež",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Albatros (CZ)'}]",4.7
135,8000002000,Ladovy veselé učebnice - Savci,"Josef Lada, Ladislav Stehlík","Literatura česká, Pro děti a mládež, Encyklopedie",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Albatros (CZ)'}]",4.6
92,9788073470456,Koník Hvězdička,Ján Vrabec,"Pro děti a mládež, Pro nejmenší",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Knižní expres'}]",4.3
241,9788025321539,Deník rebelky - Moje trapný dvojče,Karen McCombie,"Pro děti a mládež, Dívčí romány",16,Police 16: Dětská literatura & Pohádky,2014,"[{'@type': 'Organization', 'name': 'Fragment (CZ)'}]",4.2
150,9788071727729,Nevšední příběhy pro zvídavé kluky a holky 3,Katarína Kernová,Pro děti a mládež,16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Advent-Orion'}]",4.7
327,,Pojdte s námi do pohádky...,Kolektiv autorů,Pohádky,16,Police 16: Dětská literatura & Pohádky,,,0.0
387,9788074230875,Vše se mění,Lauren Brooke,Pro děti a mládež,16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Stabenfeldt'}]",4.9
71,9788090673045,Úžasný Bůh: 100 povídání o Bohu a o vědě,"Louie Giglio, Tama Fortner","Náboženství, Pro děti a mládež, Encyklopedie",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Evangelizační centrum M.I.S.E.'}]",4.7
78,9788072922413,"Nauč mě mluvit - 500 slov, říkadla, pohádky",Luboš Huml,"Literatura naučná, Pro děti a mládež, Encyklopedie",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Axióma'}]",4.6
152,9788000057880,Sesterstvo ve Snové říši,Lucie Hlavinková,"Literatura česká, Fantasy, Pro děti a mládež",16,Police 16: Dětská literatura & Pohádky,2020,"[{'@type': 'Organization', 'name': 'Albatros (CZ)'}]",4.3
255,8071461768,Tomáš a Alice v přírodě,Marcel Marlier,"Literatura světová, Pro děti a mládež, Příběhy",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Slovart Print'}]",5.0
176,9788090366909,Zrzoun ( Hrdina dvou světů ),Marcella Marboe-Hrabincová,Pohádky a bajky,16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'PeLe'}]",4.7
87,9788090692749,Pohádky z Třebíče a okolí,Marie Špačková,"Literatura česká, Pro děti a mládež, Pohádky a bajky",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'vlastním nákladem (CZ)'}]",3.4
76,9788073210755,Pohádky pro krásné sny,"Marion Krätschmer, Ursula Muhr",,16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Fortuna Print'}]",3.8
338,9788000006581,Dobrodružství Toma Sawyera,Mark Twain,"Literatura světová, Romány, Pro děti a mládež",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Albatros (CZ)'}]",4.4
397,,Knížka pro děti do auta,Martin Gato,,16,Police 16: Dětská literatura & Pohádky,,,0.0
179,9788000047348,České dějiny očima Psa,Martina Drijverová,"Literatura naučná, Historie, Pro děti a mládež",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Albatros (CZ)'}]",3.9
146,9788025300664,Výprava do deštného pralesa,Mary Pope Osborne,"Dobrodružné, Pro děti a mládež",16,Police 16: Dětská literatura & Pohádky,,,4.4
354,8071341479,Turtles - Hrdinové z podzemí,Maureen Spurgeon,Pro děti a mládež,16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Alicanto (Egmont ČR)'}]",4.2
70,9788072921355,"Slovo, slovíčko, otevři se maličko",Michal Černík,Pro děti a mládež,16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Axióma'}]",4.8
91,9788027101382,Krátké pohádky na dobrou noc,"Milada Kudrnová, Jan Zíma","Pro děti a mládež, Pohádky a bajky",16,Police 16: Dětská literatura & Pohádky,2017,"[{'@type': 'Organization', 'name': 'Bambook'}]",2.1
88,9788024218397,"Česká říkadla, písničky a pohádky",Milada Motlová,"Literatura česká, Pro děti a mládež, Pohádky a bajky",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Knižní klub'}]",4.5
156,9788020422552,Pohádky,Miloš Macourek,"Pro děti a mládež, Pohádky a bajky",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Mladá fronta'}]",4.8
98,9788024223247,Výpravy za dobrodružstvím,Miloš Zapletal,Pro děti a mládež,16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Knižní klub'}]",4.8
117,9788073527099,Prozkoumejte oceán!,Nathalie Valliére,"Pro děti a mládež, Encyklopedie",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Svojtka & Co.'}]",3.8
344,9788075673930,Staré řecké báje a pověsti,"Niklíčková, Alexandra,Bauer, Petr",Literatura pro děti a mládež,16,Police 16: Dětská literatura & Pohádky,,,0.0
95,9788087391730,Brunclík a lev,Oldřich Sirovátka,"Literatura česká, Pro děti a mládež, Pověsti",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Československý spisovatel'}]",4.4
392,9788088317913,Cyklovýlety zážitkový deník,Pavla Ovčáčíková,Literatura pro děti a mládež,16,Police 16: Dětská literatura & Pohádky,,,0.0
125,9788076170902,Ema a kouzelná kniha,Petra Braunová,"Literatura česká, Fantasy, Pro děti a mládež",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Pikola'}]",4.2
360,9783625190158,Na výletní lodi,Philip Kiefer,,16,Police 16: Dětská literatura & Pohádky,,,0.0
234,9788000028385,Klářino trápení,Pia Hagmar,"Literatura světová, Pro děti a mládež, Příběhy",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Albatros (CZ)'}]",4.1
237,9788024240350,(Ne)obyčejný kluk,Raquel J. Palacio,"Literatura světová, Pro děti a mládež",16,Police 16: Dětská literatura & Pohádky,2013,"[{'@type': 'Organization', 'name': 'Knižní klub'}]",4.6
130,9788025601952,Zábavné výtvarné nápady,"Rebecca Gilpin, Leonie Pratt","Pro děti a mládež, Šikovné děti - tvoření, hry, styl",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Svojtka & Co.'}]",5.0
390,9788000002248,Mikulášovy patálie,René Goscinny,"Literatura světová, Humor, Pro děti a mládež",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Albatros (CZ)'}]",4.7
251,9788024256696,Matylda,Roald Dahl,"Literatura světová, Romány, Pro děti a mládež",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Knižní klub'}]",4.6
114,9788074321474,Jaro - Obrázkové příběhy,Rotraut Susanne Berner,"Literatura světová, Pro děti a mládež, Pro nejmenší",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Paseka'}]",4.9
113,9788074321481,Léto - Obrázkové příběhy,Rotraut Susanne Berner,"Pro děti a mládež, Pro nejmenší",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Paseka'}]",4.9
115,9788074323102,Podzim - Obrázkové příběhy,Rotraut Susanne Berner,"Encyklopedie, Pro nejmenší",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Paseka'}]",4.9
116,9788074323119,Zima - Obrázkové příběhy,Rotraut Susanne Berner,"Literatura světová, Pro děti a mládež, Pro nejmenší",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Paseka'}]",4.9
348,9788074060564,Tři malá prasátka,"Sharon Yates, Julie Hawksley","Pro děti a mládež, Pohádky a bajky",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': ""Reader's Digest Výběr (CZ)""}]",5.0
172,9788025320969,Našlo se koťátko!,Sue Mongredien,"Literatura světová, Příroda, zvířata, Pro děti a mládež",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Fragment (CZ)'}]",4.5
140,9788025357415,Strašidelný obchod,Thomas Brezina,"Literatura světová, Detektivky, krimi, Pro děti a mládež",16,Police 16: Dětská literatura & Pohádky,2022,"[{'@type': 'Organization', 'name': 'Fragment (CZ)'}]",4.5
186,9788025224267,Jak rozeznat holinky od hodinek,Tracey Turner,Pro děti a mládež,16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Alicanto (Egmont ČR)'}]",4.2
396,9788025342893,Zpívání,"Uhlíř, Svěrák",Dětské,16,Police 16: Dětská literatura & Pohádky,,,0.0
362,9788025603123,Praktická příprava do školy,V. Svojtka & Co.,Literatura pro děti a mládež,16,Police 16: Dětská literatura & Pohádky,,,0.0
67,9788000061696,Kubula a Kuba Kubikula / Malá čarodějnice,"Vladislav Vančura, Otfried Preussler","Literatura světová, Literatura česká, Pohádky a bajky",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Albatros (CZ)'}]",4.2
94,9788000039244,Říkání o víle Amálce,Václav Čtvrtek,"Literatura česká, Pro děti a mládež, Pohádky a bajky",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Albatros (CZ)'}]",4.4
380,9788000001135,"Vařím, vaříš, vaříme","Věra Šalamounová, Libuše Prokopová","Kuchařky, Pro děti a mládež",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Albatros (CZ)'}]",4.9
384,9788025601686,Popelka,Walt Disney,"Pro děti a mládež, Pohádky a bajky",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Svojtka & Co.'}]",4.6
363,9788025605677,Copánky a náramky,Watt Fiona,Výroba šperků,16,Police 16: Dětská literatura & Pohádky,,,0.0
96,9788073760168,Pohádky pro dobrodruhy,"Zdeněk Šmíd, Markéta Vydrová","Humor, Literatura česká",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Olympia'}]",4.5
355,9788000014364,Nejkrásnější pohádky,Zuzana Kovaříková,Pohádky,16,Police 16: Dětská literatura & Pohádky,,,0.0
252,9788027104093,Abeceda v hádankách,Zuzana Pospíšilová,"Literatura naučná, Pro děti a mládež",16,Police 16: Dětská literatura & Pohádky,2017,"[{'@type': 'Organization', 'name': 'Bambook'}]",4.7
89,9788024744728,Zlobivé pohádky,Zuzana Pospíšilová,"Literatura česká, Pro děti a mládež, Pohádky a bajky",16,Police 16: Dětská literatura & Pohádky,2014,"[{'@type': 'Organization', 'name': 'Bambook'}]",4.2
253,9788026209348,Záhada školní půdy,Zuzana Pospíšilová,Pro děti a mládež,16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Portál'}]",4.4
385,9788072283811,Můj první slovník,bez autora,Děti,16,Police 16: Dětská literatura & Pohádky,,,0.0
395,9788072371167,Abeceda - Píšeme snadno a zábavně od A do Z,kolektiv autorů,"Pro děti a mládež, Šikovné děti - tvoření, hry, styl",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Svojtka & Co.'}]",3.9
119,9788075442246,"Já, JůTuber 1-3 (box)",kolektiv autorů,"Hobby, Pro děti a mládež",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'CooBoo'}]",1.8
97,9788025616789,Sbírka pohádek pro 2leté děti,kolektiv autorů,"Pro děti a mládež, Pohádky a bajky",16,Police 16: Dětská literatura & Pohádky,2015,"[{'@type': 'Organization', 'name': 'Svojtka & Co.'}]",4.5
178,9788072402816,Slova,kolektiv autorů,"Pro děti a mládež, Pro nejmenší",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'INFOA'}]",5.0
160,9788072379682,Velká pokladnice pohádek,kolektiv autorů,"Pro děti a mládež, Pohádky a bajky",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Svojtka & Co.'}]",4.0
173,9788025313121,Kniha pro bezva kluky – Jak vždycky vyhrát,neznámý - neuveden,Pro děti a mládež,16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Fragment (CZ)'}]",2.6
297,9788073716127,Knížka pro chytré batole - Poznáváme čísla,neznámý - neuveden,"Pro děti a mládež, Pro nejmenší",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Sun'}]",0.0
124,9788024221526,Nápadník pro šikovné holky,neznámý - neuveden,"Pro děti a mládež, Šikovné děti - tvoření, hry, styl",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Knižní klub'}]",4.8
155,9788025602010,Příběhy ze školy a jiná dobrodružství,neznámý - neuveden,"Pro děti a mládež, Příběhy",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Svojtka & Co.'}]",4.4
103,9788020424471,Příručka mladé jezdkyně,neznámý - neuveden,Pro děti a mládež,16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Albatros (CZ)'}, {'@type': 'Organization', 'name': 'Mladá fronta'}]",0.0
102,9788074510335,Rok na statku,neznámý - neuveden,Pro nejmenší,16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'J. Otto - Ottovo nakladatelství'}]",4.4
122,9788072671243,Velká kniha říkadel,neznámý - neuveden,"Poezie, Pro děti a mládež, Pro nejmenší",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Junior (CZ)'}]",4.0
123,9788072671243,Velká kniha říkadel,neznámý - neuveden,"Poezie, Pro děti a mládež, Pro nejmenší",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Junior (CZ)'}]",4.0
162,9788072671243,Velká kniha říkadel,neznámý - neuveden,"Poezie, Pro děti a mládež, Pro nejmenší",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Junior (CZ)'}]",4.0
365,9783867758574,365 příběhů na dobrou noc,ngrid Annel,,16,Police 16: Dětská literatura & Pohádky,,,0.0
