ID,ISBN,Název,Autor,Žánry,Police ID,Police Název,Rok,Vydavatel,Hodnocení
197,9788081116087,Zdraví bez léků - Máte na dosah s pomocí střevních mikrobů,"Ladislav Kužela, Zuzana Čižmáriková","Literatura naučná, Zdraví",10,"Police 10: Věda, Technologie & Příroda",,"[{'@type': 'Organization', 'name': 'Noxi'}]",4.2
118,9788073600877,Sto největších divů přírody,"Marco Cattaneo, Jasmina Trifoni","Literatura naučná, Obrazové publikace, Příroda, zvířata",10,"Police 10: Věda, Technologie & Příroda",,"[{'@type': 'Organization', 'name': 'J. Otto - Ottovo nakladatelství'}]",0.0
175,9788085944198,Doplňky z provázků,Marina Schories,"Literatura naučná, Hobby",10,"Police 10: Věda, Technologie & Příroda",,"[{'@type': 'Organization', 'name': 'Ikar (CZ)'}]",4.8
271,8085927748,Francouzština pro samouky,"Miroslav Pravda, Marie Pravdová","Literatura naučná, Jazyky, lingvistika, Učebnice a slovníky",10,"Police 10: Věda, Technologie & Příroda",,"[{'@type': 'Organization', 'name': 'Leda'}]",4.5
104,9788090806795,Znovuzrození,Petr Casanova,"Literatura naučná, Osobní rozvoj a styl",10,"Police 10: Věda, Technologie & Příroda",2023,"[{'@type': 'Organization', 'name': 'First Class Publishing'}]",4.2
57,9788072637454,Jednoduše buďte šťastní – 7 klíčů k lehkosti bytí,Pierre Franckh,"Literatura naučná, Osobní rozvoj a styl",10,"Police 10: Věda, Technologie & Příroda",,"[{'@type': 'Organization', 'name': 'Anag'}]",4.5
379,9788024215181,Receptářování,Přemek Podlaha,"Literatura naučná, Hobby",10,"Police 10: Věda, Technologie & Příroda",,"[{'@type': 'Organization', 'name': 'Knižní klub'}]",4.6
142,9788024912479,Intimní slasti a strasti,Radim Uzel,Literatura naučná,10,"Police 10: Věda, Technologie & Příroda",,"[{'@type': 'Organization', 'name': 'Ikar (CZ)'}]",3.3
85,9788086606590,Tradiční čínská medicína v denním životě,"Radomír Růžička, Rudolf Sosík, Ying Wu Wang",Literatura naučná,10,"Police 10: Věda, Technologie & Příroda",,"[{'@type': 'Organization', 'name': 'Poznání'}]",4.5
82,9788090489400,Netradiční bylinkář,Roman Kindl,"Literatura naučná, Zdraví",10,"Police 10: Věda, Technologie & Příroda",,"[{'@type': 'Organization', 'name': 'vlastním nákladem (CZ)'}]",4.5
80,9788024235226,Koně,Saskia Brixner,"Literatura naučná, Příroda, zvířata",10,"Police 10: Věda, Technologie & Příroda",,"[{'@type': 'Organization', 'name': 'Knižní klub'}]",4.5
59,9788074925061,Histaminová intolerance,Thilo Schleip,"Literatura naučná, Kuchařky, Zdraví",10,"Police 10: Věda, Technologie & Příroda",2021,"[{'@type': 'Organization', 'name': 'Galén'}]",4.3
45,9788025122952,Naše bylinky v tradiční čínské medicíně,Thomas Avery Garran,"Literatura naučná, Zdraví",10,"Police 10: Věda, Technologie & Příroda",,"[{'@type': 'Organization', 'name': 'Computer Press (CP Books)'}]",0.0
402,9788000025254,"Já, písničkář",Tomáš Klus,"Literatura naučná, Umění",10,"Police 10: Věda, Technologie & Příroda",,"[{'@type': 'Organization', 'name': 'CooBoo'}]",4.7
267,9788085840162,Angličtina - praktický jazykový průvodce,"Tomáš Modlík, Milena Hnilicová, Jaroslava Krejčí","Literatura naučná, Učebnice a slovníky",10,"Police 10: Věda, Technologie & Příroda",,"[{'@type': 'Organization', 'name': 'RO-TO-M'}]",4.0
81,9788072024575,Dělená strava,Ursula Summ,"Literatura naučná, Kuchařky, Zdraví",10,"Police 10: Věda, Technologie & Příroda",,"[{'@type': 'Organization', 'name': 'Ikar (CZ)'}]",0.0
287,9788024907628,Dělená strava,Ursula Summ,"Literatura naučná, Kuchařky",10,"Police 10: Věda, Technologie & Příroda",,"[{'@type': 'Organization', 'name': 'Ikar (CZ)'}]",4.2
266,9788071785323,Angličtina na každý den,Zdenka Maixnerová,"Literatura naučná, Jazyky, lingvistika, Učebnice a slovníky",10,"Police 10: Věda, Technologie & Příroda",,"[{'@type': 'Organization', 'name': 'Portál'}]",0.0
174,9788024908724,Kouzelné origami - Svět papírových zvířátek,Zülal Aytüre-Scheele,"Literatura naučná, Hobby",10,"Police 10: Věda, Technologie & Příroda",,"[{'@type': 'Organization', 'name': 'Ikar (CZ)'}]",4.6
389,9788085806557,Matematika pro 5. ročník – 1. díl,kolektiv,"Učebnice a slovníky, Matematika a logika",10,"Police 10: Věda, Technologie & Příroda",,"[{'@type': 'Organization', 'name': 'Prodos'}]",3.4
153,9788086196367,Léčíme se s přírodou,kolektiv autorů,"Příroda, zvířata, Zdraví",10,"Police 10: Věda, Technologie & Příroda",,"[{'@type': 'Organization', 'name': ""Reader's Digest Výběr (CZ)""}]",4.6
133,9783625133254,Naše tělo svět kolem nás,kolektiv autorů,,10,"Police 10: Věda, Technologie & Příroda",,"[{'@type': 'Organization', 'name': 'Svojtka & Co.'}]",0.0
62,9788071686798,Pravidla českého pravopisu - Školní vydání včetně dodatku,kolektiv autorů,"Literatura naučná, Učebnice a slovníky",10,"Police 10: Věda, Technologie & Příroda",,"[{'@type': 'Organization', 'name': 'Fortuna Libri (CZ)'}]",4.8
37,9788075932396,Paměťový kód,Alexander Loyd,"Literatura světová, Osobní rozvoj a styl, Zdraví",11,"Police 11: Filozofie, Psychologie & Rozvoj",2020,"[{'@type': 'Organization', 'name': 'Beta-Dobrovský'}]",3.4
270,9788087923078,Sama sobě šéfem,Alexandra John,"Literatura naučná, Ekonomie a obchod",11,"Police 11: Filozofie, Psychologie & Rozvoj",2015,"[{'@type': 'Organization', 'name': 'Baroque partners'}]",4.2
339,9788027025398,Továrna na sny,Anie Songe,Rozvoj osobnosti,11,"Police 11: Filozofie, Psychologie & Rozvoj",,,0.0
191,9788071789376,Šťastní rodiče - Křesťanská výchova podle Dona Boska,Bruno Ferrero,"Náboženství, Psychologie a pedagogika, Rodina",11,"Police 11: Filozofie, Psychologie & Rozvoj",,"[{'@type': 'Organization', 'name': 'Portál'}]",4.9
52,9788075491619,Moc přítomného okamžiku - Kniha o duchovním osvícení,Eckhart Tolle,"Literatura světová, Duchovní literatura, Esoterika, astrologie, okultismus",11,"Police 11: Filozofie, Psychologie & Rozvoj",,"[{'@type': 'Organization', 'name': 'Pragma'}]",4.3
239,9788075857675,Odse*te se,Gary John Bishop,"Literatura světová, Literatura naučná, Osobní rozvoj a styl",11,"Police 11: Filozofie, Psychologie & Rozvoj",2019,"[{'@type': 'Organization', 'name': 'Via'}]",3.9
238,9788076425767,Přestaňte řešit h*vna,Gary John Bishop,"Literatura světová, Literatura naučná, Osobní rozvoj a styl",11,"Police 11: Filozofie, Psychologie & Rozvoj",2020,"[{'@type': 'Organization', 'name': 'Via'}]",3.5
49,8096729454,Sofiin svět,Jostein Gaarder,"Literatura naučná, Filozofie, Pro děti a mládež",11,"Police 11: Filozofie, Psychologie & Rozvoj",,"[{'@type': 'Organization', 'name': 'Knižná dielňa Timotej'}]",4.4
256,9788073907235,"Důmyslné umění, jak mít všechno u pr**le",Mark Manson,"Literatura světová, Literatura naučná, Osobní rozvoj a styl",11,"Police 11: Filozofie, Psychologie & Rozvoj",2017,"[{'@type': 'Organization', 'name': 'Omega'}]",3.6
257,9788027714148,"Důmyslné umění, jak mít všechno u pr**le: Pracovní kniha",Mark Manson,"Literatura naučná, Osobní rozvoj a styl, Psychologie a pedagogika",11,"Police 11: Filozofie, Psychologie & Rozvoj",2022,"[{'@type': 'Organization', 'name': 'Via'}]",4.6
302,9788026510987,Pohodové rodičovství,Milan Studnička,"Literatura naučná, Psychologie a pedagogika, Rodina",11,"Police 11: Filozofie, Psychologie & Rozvoj",,"[{'@type': 'Organization', 'name': 'BizBooks'}]",4.3
304,9788026511397,Kniha pro ženy,"Milan Studnička, Olga Studničková Šípková","Pro ženy, Literatura naučná, Osobní rozvoj a styl",11,"Police 11: Filozofie, Psychologie & Rozvoj",2023,"[{'@type': 'Organization', 'name': 'BizBooks'}]",4.0
305,9788026511397,Kniha pro ženy,"Milan Studnička, Olga Studničková Šípková","Pro ženy, Literatura naučná, Osobní rozvoj a styl",11,"Police 11: Filozofie, Psychologie & Rozvoj",2023,"[{'@type': 'Organization', 'name': 'BizBooks'}]",4.0
303,9788011040444,Restart muže,"Milan Studnička, Sláva Černý","Literatura česká, Psychologie a pedagogika",11,"Police 11: Filozofie, Psychologie & Rozvoj",,"[{'@type': 'Organization', 'name': 'vlastním nákladem (CZ)'}]",3.5
240,9788090613805,250 zákonů lásky,Petr Casanova,"Pro ženy, Literatura naučná, Osobní rozvoj a styl",11,"Police 11: Filozofie, Psychologie & Rozvoj",,"[{'@type': 'Organization', 'name': 'First Class Publishing'}]",4.2
48,9788090162266,Numerologie – čísla lásky,Robin Stein,"Esoterika, astrologie, okultismus",11,"Police 11: Filozofie, Psychologie & Rozvoj",,"[{'@type': 'Organization', 'name': 'Chvojkovo nakladatelství (Jiří Chvojka)'}]",4.6
41,9788088413066,Deník Life Designerky,Tereza Kovačovič,"Pro ženy, Literatura naučná, Osobní rozvoj a styl",11,"Police 11: Filozofie, Psychologie & Rozvoj",2023,"[{'@type': 'Organization', 'name': 'Daranus'}]",0.0
265,9788090400153,Anastasia,Vladimir Megre,"Duchovní literatura, Esoterika, astrologie, okultismus",11,"Police 11: Filozofie, Psychologie & Rozvoj",,"[{'@type': 'Organization', 'name': 'Zvonící cedry'}]",4.1
286,9788070339428,Torino 2006 - XX. zimní olympijské hry,Alexandr Žurman,"Literatura naučná, Sport",12,"Police 12: Zvířata, Přiroda",,"[{'@type': 'Organization', 'name': 'Olympia'}]",0.0
232,9788026442028,Dusty: Kamarádi navždy,Jan Andersen,"Literatura světová, Příroda, zvířata, Pro děti a mládež",12,"Police 12: Zvířata, Přiroda",2022,"[{'@type': 'Organization', 'name': 'CPress'}]",4.6
284,9788071819769,Šoumen v kopačkách,Jan Krůta ml.,"Literatura naučná, Sport",12,"Police 12: Zvířata, Přiroda",,,3.4
235,9788071811695,Jízda na koni,Josef Dobeš,"Literatura naučná, Příroda, zvířata",12,"Police 12: Zvířata, Přiroda",,"[{'@type': 'Organization', 'name': 'Cesty (Agentura Cesty)'}]",4.7
285,9788072360611,Francie 1998,Karel Felt,Sport,12,"Police 12: Zvířata, Přiroda",,"[{'@type': 'Organization', 'name': 'Jan Vašut (Vašut)'}]",2.6
382,9788086006703,Francie '98,"Konečný, Svoboda","Literatura naučná, Sport",12,"Police 12: Zvířata, Přiroda",,"[{'@type': 'Organization', 'name': 'ETC'}]",4.2
233,9788024274171,Dobrodružství  medvídka mývala,Libuše Radová,"Literatura česká, Pro děti a mládež, Příběhy",12,"Police 12: Zvířata, Přiroda",2021,"[{'@type': 'Organization', 'name': 'Pikola'}]",4.9
353,9788073528515,Velké putování  DINOSAUŘI,Rosie Heywood,,12,"Police 12: Zvířata, Přiroda",,,0.0
105,9788086113869,Moja a páv - Gorilí pohádky,"Tereza Šefrnová, Miroslav Bobek","Literatura česká, Příroda, zvířata, Pro děti a mládež",12,"Police 12: Zvířata, Přiroda",,"[{'@type': 'Organization', 'name': 'Brio'}]",4.6
283,9788025601860,Co víš o sportu?,kolektiv autorů,"Sport, Pro děti a mládež, Encyklopedie",12,"Police 12: Zvířata, Přiroda",,"[{'@type': 'Organization', 'name': 'Svojtka & Co.'}]",5.0
112,9788072373086,Velké putování za zvířaty,"kolektiv autorů, Caroline Young, Kate Needham","Pro děti a mládež, Encyklopedie",12,"Police 12: Zvířata, Přiroda",,"[{'@type': 'Organization', 'name': 'Svojtka & Co.'}]",4.8
106,9788024232256,Zvíře,"kolektiv autorů, David Burnie","Literatura naučná, Příroda, zvířata",12,"Police 12: Zvířata, Přiroda",,"[{'@type': 'Organization', 'name': 'Knižní klub'}]",4.9
107,9788024232256,Zvíře,"kolektiv autorů, David Burnie","Literatura naučná, Příroda, zvířata",12,"Police 12: Zvířata, Přiroda",,"[{'@type': 'Organization', 'name': 'Knižní klub'}]",4.9
282,9788025611241,Nejlepší fotbalové finty,neznámý - neuveden,"Literatura naučná, Sport",12,"Police 12: Zvířata, Přiroda",,"[{'@type': 'Organization', 'name': 'Svojtka & Co.'}]",0.0
101,9788073608606,Okolím Berounky,Ivo Paulík,"Literatura naučná, Cestopisy a místopisy",13,Police 13: Cestování & Zeměpis,,"[{'@type': 'Organization', 'name': 'J. Otto - Ottovo nakladatelství'}]",4.8
409,9788075084743,Srí Lanka - inspirace na cesty,kolektiv,,13,Police 13: Cestování & Zeměpis,,,0.0
110,9788072377725,Velká dětská encyklopedie,"Ben Denne, Liz Dalby, Caroline Young, Kirsteen Rogers, Anna Milbourne, Felicity Brooks, Sarah Khan, Laura Howell, Rachel Firth, Anna Claybourne, Fiona Chandler, Paul Dowswell, Philip Clarke",Encyklopedie,14,"Police 14: Kuchařky, Zahrada & Hobby",,"[{'@type': 'Organization', 'name': 'Svojtka & Co.'}]",0.0
111,9788073913977,Guinness World Records 2011 - Kniha nabitá tisícovkou nejnovějších rekordů,Craig Glenday,"Literatura naučná, Encyklopedie",14,"Police 14: Kuchařky, Zahrada & Hobby",,"[{'@type': 'Organization', 'name': 'Slovart (CZ)'}]",4.7
109,9788073911164,Vypěstuj a sněz,Jill Bloomfield,"Literatura naučná, Zahrada",14,"Police 14: Kuchařky, Zahrada & Hobby",,"[{'@type': 'Organization', 'name': 'Slovart (CZ)'}]",4.2
352,9788085363982,Největší kniha o zahradě,John Brookes,"Literatura naučná, Zahrada",14,"Police 14: Kuchařky, Zahrada & Hobby",,"[{'@type': 'Organization', 'name': 'Cesty (Agentura Cesty)'}]",4.6
351,9788085815108,Zahrada po celý rok,Klaas T. Noordhuis,"Literatura naučná, Zahrada",14,"Police 14: Kuchařky, Zahrada & Hobby",,"[{'@type': 'Organization', 'name': 'Rebo'}]",4.8
236,9788071814207,Dětská encyklopedie do kapsy,kolektiv autorů,"Literatura naučná, Pro děti a mládež, Encyklopedie",14,"Police 14: Kuchařky, Zahrada & Hobby",,"[{'@type': 'Organization', 'name': 'J. Otto - Ottovo nakladatelství'}]",4.5
350,9788025608227,Encyklopedie pro zvídavé děti,kolektiv autorů,"Pro děti a mládež, Encyklopedie",14,"Police 14: Kuchařky, Zahrada & Hobby",,"[{'@type': 'Organization', 'name': 'Svojtka & Co.'}]",5.0
332,9788073527662,Velký ilustrovaný atlas světa a vesmíru,kolektiv autorů,"Pro děti a mládež, Encyklopedie",14,"Police 14: Kuchařky, Zahrada & Hobby",,"[{'@type': 'Organization', 'name': 'Svojtka & Co.'}]",4.5
333,9788073527662,Velký ilustrovaný atlas světa a vesmíru,kolektiv autorů,"Pro děti a mládež, Encyklopedie",14,"Police 14: Kuchařky, Zahrada & Hobby",,"[{'@type': 'Organization', 'name': 'Svojtka & Co.'}]",4.5
375,9788000005652,Pět holek na krku,Iva Hercíková,"Literatura česká, Pro děti a mládež, Dívčí romány",15,"Police 15: Komiksy, Manga & Young Adult",,"[{'@type': 'Organization', 'name': 'Albatros (CZ)'}]",4.0
128,9788070335659,Rychlé šípy,Jaroslav Foglar,"Dobrodružné, Komiksy, Literatura česká",15,"Police 15: Komiksy, Manga & Young Adult",1999,"[{'@type': 'Organization', 'name': 'Olympia'}]",4.8
127,9788085389937,Prvních dvanáct příběhů Čtyřlístku: 1969-1970,"Ljuba Štíplová, Jaroslav Němeček","Komiksy, Literatura česká, Pro děti a mládež",15,"Police 15: Komiksy, Manga & Young Adult",,"[{'@type': 'Organization', 'name': 'Čtyřlístek'}]",4.7
129,9788085389906,Slavné příběhy Čtyřlístku 1971–1974,"Ljuba Štíplová, Jaroslav Němeček","Komiksy, Literatura česká, Pro děti a mládež",15,"Police 15: Komiksy, Manga & Young Adult",,"[{'@type': 'Organization', 'name': 'Čtyřlístek'}]",4.8
311,8000000792,Zrcadlo pro Kristýnu,Ludmila Romportlová,"Povídky, Literatura česká",15,"Police 15: Komiksy, Manga & Young Adult",,"[{'@type': 'Organization', 'name': 'Albatros (CZ)'}]",2.9
312,9788000011813,Tajemství proutěného košíku,Markéta Zinnerová,Pro děti a mládež,15,"Police 15: Komiksy, Manga & Young Adult",,"[{'@type': 'Organization', 'name': 'Albatros (CZ)'}]",4.4
231,9788075772268,Kdo zabil Snížka?,Petra Soukupová,"Novely, Literatura česká, Pro děti a mládež",15,"Police 15: Komiksy, Manga & Young Adult",2017,"[{'@type': 'Organization', 'name': 'Host'}]",4.1
314,,Maturanti,Růžena Lukášová,,15,"Police 15: Komiksy, Manga & Young Adult",,,0.0
318,9788085194371,Blíženci,Stanislav Rudolf,"Literatura česká, Dívčí romány",15,"Police 15: Komiksy, Manga & Young Adult",,"[{'@type': 'Organization', 'name': 'Dialog'}]",4.0
310,8090066968,"Nebreč, Lucie",Stanislav Rudolf,"Literatura česká, Pro děti a mládež, Dívčí romány",15,"Police 15: Komiksy, Manga & Young Adult",,"[{'@type': 'Organization', 'name': 'Parta'}]",4.1
308,8085612259,"To jsme, prosím, nebrali",Stanislav Rudolf,"Literatura česká, Pro děti a mládež, Dívčí romány",15,"Police 15: Komiksy, Manga & Young Adult",,"[{'@type': 'Organization', 'name': 'Erika'}]",4.0
313,,Tanec pro dva motýly,Vlasta Váňová,"Pro děti a mládež, Dívčí romány",15,"Police 15: Komiksy, Manga & Young Adult",,,0.0
343,9788000002361,Medvídek Pú (20 příběhů),A. A. Milne,"Literatura světová, Pro děti a mládež, Pohádky a bajky",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Albatros (CZ)'}]",4.6
177,9788072922277,Co všechno už vím,Adam Novotný,"Pro děti a mládež, Pro nejmenší",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Axióma'}]",4.2
159,9788026419068,Gerda: Příběh velryby,Adrián Macho,"Literatura slovenská, Pro děti a mládež, Pohádky a bajky",16,Police 16: Dětská literatura & Pohádky,2018,"[{'@type': 'Organization', 'name': 'CPress'}]",4.3
158,9788072671298,"Dlouhý, Široký a Bystrozraký (převyprávění)",Alena Peisertová,"Pro děti a mládež, Pohádky a bajky",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Junior (CZ)'}]",4.5
93,9788024219103,Zvířátka a loupežníci,Alena Peisertová,"Pro děti a mládež, Pohádky a bajky",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Knižní klub'}]",4.6
75,9788074971464,Abeceda - Příběhy zvířátek,Alena Schejbalová,Pro děti a mládež,16,Police 16: Dětská literatura & Pohádky,2016,"[{'@type': 'Organization', 'name': 'Akcent'}]",4.8
100,9788076390782,V klokaních botách,Alice Pantermüller,"Literatura světová, Pro děti a mládež, Dívčí romány",16,Police 16: Dětská literatura & Pohádky,2022,"[{'@type': 'Organization', 'name': 'Bookmedia'}]",4.7
147,9788073211462,Pohádky na dobrou noc,"Anna Casalis, Antonio Lupatelli","Pro děti a mládež, Pohádky a bajky",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Fortuna Libri (CZ)'}]",0.0
51,9788000047331,Malý princ,Antoine de Saint-Exupéry,"Literatura světová, Novely, Pro děti a mládež",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Albatros (CZ)'}]",4.6
331,9788000073583,Děti z Bullerbynu,Astrid Lindgren,"Literatura světová, Pro děti a mládež, Příběhy",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Albatros (CZ)'}]",4.7
228,9788000022949,Madynka,Astrid Lindgren,"Literatura světová, Pro děti a mládež, Příběhy",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Albatros (CZ)'}]",4.6
330,9788000038025,Pipi Dlouhá punčocha (4 příběhy),Astrid Lindgren,"Literatura světová, Dobrodružné, Pro děti a mládež",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Albatros (CZ)'}]",4.6
163,9788071812272,Pohádky a pověsti,Božena Němcová,"Pro děti a mládež, Pohádky a bajky",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'J. Otto - Ottovo nakladatelství'}]",4.5
164,9788073606268,Pohádky a pověsti,Božena Němcová,"Pro děti a mládež, Pohádky a bajky",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'J. Otto - Ottovo nakladatelství'}]",4.5
161,9788072672042,Pohádky pod stromeček,Carlos Busquets,Pro děti a mládež,16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Junior (CZ)'}]",4.8
148,9788073525330,Velká kniha rodiny medvídků,Carol Lawson,Pro děti a mládež,16,Police 16: Dětská literatura & Pohádky,,,5.0
340,9788020503008,Bella a Sebastián (Útulek na Velkém Baou),Cécile Aubry,"Dobrodružné, Romány, Pro děti a mládež",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Svoboda-Libertas'}]",4.5
74,9788000033594,Sedmilhář Josífek,Daniela Krolupperová,"Literatura česká, Pro děti a mládež, Příběhy",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Albatros (CZ)'}]",4.6
145,9788025506110,Planeta hádanek,David Glover,Pro děti a mládež,16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Rebo'}]",4.2
139,9788025308554,Můj první atlas světa,Deborah Chancellor,"Pro děti a mládež, Encyklopedie",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Fragment (CZ)'}]",4.7
77,9788074515927,Říkanky pro nejmenší,Edita Plicková,Pro nejmenší,16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'J. Otto - Ottovo nakladatelství'}]",4.5
374,9788024257488,Anička malířka,Eduard Petiška,"Literatura česká, Pro děti a mládež, Pohádky a bajky",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Knižní klub'}]",4.6
356,9788073604127,Pohádkový dědeček,Eduard Petiška,"Literatura česká, Pro děti a mládež, Pohádky a bajky",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'J. Otto - Ottovo nakladatelství'}]",4.7
227,9788024297545,Příběhy tisíce a jedné noci,Eduard Petiška,"Literatura česká, Pro děti a mládež, Pohádky a bajky",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Pikola'}]",4.2
326,,Irské pohádky,"Eileen O'Faolain, Patrick Kennedy","Pohádky, dětské",16,Police 16: Dětská literatura & Pohádky,,,0.0
120,9788074472930,Čarodějka z Turlinghamu,Ellie Boswell,"Literatura světová, Fantasy, Pro děti a mládež",16,Police 16: Dětská literatura & Pohádky,2013,"[{'@type': 'Organization', 'name': 'CooBoo'}]",4.1
151,9788000061207,Luisa a Lotka,Erich Kästner,"Literatura světová, Romány, Pro děti a mládež",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Albatros (CZ)'}]",4.6
281,9788025604656,365 - malujeme po celý rok,Fiona Watt,"Pro děti a mládež, Šikovné děti - tvoření, hry, styl",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Svojtka & Co.'}]",5.0
121,9788026207955,Gorila a já,Frida Nilsson,"Literatura světová, Pro děti a mládež, Příběhy",16,Police 16: Dětská literatura & Pohádky,2015,"[{'@type': 'Organization', 'name': 'Portál'}]",4.6
346,9788000029863,Krtek a zima,Hana Doskočilová,,16,Police 16: Dětská literatura & Pohádky,,,0.0
68,9788026218005,Pokojíček plný hraček,Hana Zobačová,"Literatura česká, Pro děti a mládež, Pohádky a bajky",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Portál'}]",4.8
357,9788087391525,Krása nesmírná,Irina Karnauchovová,"Literatura světová, Pro děti a mládež, Pohádky a bajky",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Československý spisovatel'}]",4.7
73,9788072922437,Červená čepička a jiné pohádky,Ivana Kocmanová,"Literatura česká, Pro děti a mládež, Pohádky a bajky",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Axióma'}]",4.6
262,9788000027562,Harry Potter a Kámen mudrců,J. K. Rowling,"Literatura světová, Fantasy, Pro děti a mládež",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Albatros (CZ)'}]",4.7
200,9788000044293,Harry Potter a prokleté dítě. Část první a druhá (speciální vydání pracovního scénáře),Jack Thorne,"Divadelní hry, Fantasy, Pro děti a mládež",16,Police 16: Dětská literatura & Pohádky,2016,"[{'@type': 'Organization', 'name': 'Albatros (CZ)'}]",3.7
347,,Anička z I. A,Jan Ryska,"Pro děti a mládež, Pohádky a bajky",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Erika'}]",3.9
364,9788000011219,Fimfárum,Jan Werich,"Literatura česká, Pro děti a mládež, Pohádky a bajky",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Albatros (CZ)'}]",4.7
254,9788025346501,Lucinka a pohár trpělivosti,Jana Hlavatá,"Literatura česká, Pro děti a mládež, Příběhy",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Fragment (CZ)'}]",5.0
79,9788076501836,Zvířecí škola,Jana Nováková,"Literatura česká, Pro děti a mládež, Příběhy",16,Police 16: Dětská literatura & Pohádky,2020,"[{'@type': 'Organization', 'name': 'Pointa'}]",4.1
367,9788087021590,Krkonošské pohádky,Jaromír Jech,"Pro děti a mládež, Pohádky a bajky",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'XYZ (CZ)'}]",3.8
149,9788000039534,Rákosníček a rybník,Jaromír Kincl,"Literatura česká, Pro děti a mládež, Pohádky a bajky",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Albatros (CZ)'}]",4.7
349,,"Mahulena, krásná panna","Jaroslav Seifert, Božena Němcová","Literatura česká, Pro děti a mládež, Pohádky",16,Police 16: Dětská literatura & Pohádky,,,0.0
341,,Vzpoura na lodi Primátor Dittrich,"Jaroslav Žák, Vlastimil Rada",Dětské,16,Police 16: Dětská literatura & Pohádky,,,0.0
190,9788073093099,Mysli! Holce přece nemůžeš říkat vole!,Jean-Louis Fournier,Pro děti a mládež,16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Levné knihy'}]",4.1
248,9788000022253,Deník malého poseroutky,Jeff Kinney,"Literatura světová, Pro děti a mládež, Příběhy",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Albatros (CZ)'}]",4.3
247,9788074470943,Ošklivá pravda,Jeff Kinney,"Literatura světová, Pro děti a mládež, Příběhy",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'CooBoo'}]",4.4
246,9788074470592,Psí život,Jeff Kinney,"Literatura světová, Pro děti a mládež, Příběhy",16,Police 16: Dětská literatura & Pohádky,2011,"[{'@type': 'Organization', 'name': 'CooBoo'}]",4.4
90,9788086631585,Pohádky z Kampy,Jindřiška Smetanová,"Pro děti a mládež, Pohádky a bajky",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Sláfka (Slávka Kopecká)'}]",4.2
366,9788024237763,Český Honza,Jiří Horák,"Literatura česká, Pro děti a mládež, Pohádky a bajky",16,Police 16: Dětská literatura & Pohádky,,"[{'@type': 'Organization', 'name': 'Knižní klub'}]",4.6
